"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000050344",459.346786098478,0.37269372849388,0.0964241242611364,3.86515025518457,0.000111020832230657,0.000181484038886287,"NFE2L3"
"ENSG00000159882",381.653114881714,0.368800605025127,0.0486667508539679,7.57808151466224,3.50702043353398e-14,8.37282590394664e-14,"ZNF230"
"ENSG00000113658",4137.33636707272,0.351818043670436,0.0441574580511902,7.9673527235781,1.62109475565253e-15,4.02005715390547e-15,"SMAD5"
"ENSG00000007372",1046.50447341984,0.349171714179993,0.100107397143715,3.48797116040008,0.000486700572545994,0.000763734998330316,"PAX6"
"ENSG00000187098",575.498368820776,0.342932745175341,0.0745541842749091,4.59977865106565,4.22940102487238e-06,7.44933481882386e-06,"MITF"
"ENSG00000182568",2215.01029443818,0.340809939615303,0.0875836094712616,3.89125250343937,9.97280819575013e-05,0.000163502352133907,"SATB1"
"ENSG00000120690",2035.53453491758,0.336296226543325,0.0520666706831482,6.45895391679365,1.05429208653666e-10,2.24620250136281e-10,"ELF1"
"ENSG00000119715",63.150333788306,0.320915225503882,0.0999050861106455,3.21220108001775,0.00131722145186552,0.00200647132488938,"ESRRB"
"ENSG00000162702",1267.01375387309,0.313575474445584,0.0525119957639301,5.97150174705368,2.35079543776525e-09,4.76862944436843e-09,"ZNF281"
"ENSG00000086102",2205.92012982433,0.308164433506011,0.0461422001798582,6.67858126194271,2.41266434599601e-11,5.25784565979237e-11,"NFX1"
"ENSG00000135373",32.4088422745977,0.30689145524721,0.140229397216615,2.18849585991694,0.0286335025066137,0.0390900112871871,"EHF"
"ENSG00000101096",839.712400376073,0.305944265667994,0.0869246363412826,3.51964964761888,0.000432117188420168,0.000680471337494563,"NFATC2"
"ENSG00000174738",1955.39662298915,0.304966104476186,0.0635103757482986,4.80183121077434,1.57221193951028e-06,2.82757746508264e-06,"NR1D2"
"ENSG00000137338",742.112120082897,0.294393232256873,0.0450682273101569,6.53216800010518,6.48243803860767e-11,1.39121716523022e-10,"PGBD1"
"ENSG00000185811",725.718771448885,0.287686037803744,0.0968677692728462,2.96988399715722,0.00297912222340477,0.00442010128440873,"IKZF1"
"ENSG00000181827",1515.93514543218,0.284618104252422,0.062139511320888,4.58030805525097,4.64291553704987e-06,8.16319068723595e-06,"RFX7"
"ENSG00000204946",1170.67163737917,0.280286490248401,0.0600013284470661,4.67133807705062,2.992439447877e-06,5.31181523572513e-06,"ZNF783"
"ENSG00000139651",1872.86264244738,0.280048046591917,0.0390210623563753,7.17684321442268,7.13394177721193e-13,1.63576518010767e-12,"ZNF740"
"ENSG00000268041",29.1221468339087,0.27675369257279,0.101489797266115,2.72691147315152,0.00639301883575547,0.00923964355259792,"ERFL"
"ENSG00000136866",570.425925314694,0.27273882236122,0.0707867040575668,3.8529668246655,0.000116695206594902,0.000190510172906918,"ZFP37"
"ENSG00000166716",3023.69642682003,0.271657341095489,0.0472295111102799,5.75185587801608,8.82690353277002e-09,1.75172849876633e-08,"ZNF592"
"ENSG00000007968",514.120587242357,0.264872005833972,0.1188220331844,2.22914891064788,0.0258039985075118,0.0354183405234009,"E2F2"
"ENSG00000120693",1457.51018018356,0.262851943553024,0.0819653079060953,3.20686825033542,0.0013418843634237,0.00204253110307261,"SMAD9"
"ENSG00000057657",559.260638462239,0.257367925757783,0.0797358874013495,3.22775520716694,0.00124765692597158,0.00190385887013656,"PRDM1"
"ENSG00000164749",307.85670846805,0.255735687729388,0.104835041688092,2.43941036900868,0.0147112516192531,0.0206359428519299,"HNF4G"
"ENSG00000140262",13595.1624525642,0.246560511962337,0.0717013655169983,3.43871431435827,0.000584483689893139,0.00091263787078892,"TCF12"
"ENSG00000167967",1684.99872439394,0.24649179747193,0.0436221493419494,5.65061101276113,1.59878514849815e-08,3.13881337730333e-08,"E4F1"
"ENSG00000185630",6113.21197628536,0.245691761062946,0.0660697105165997,3.71867470194557,0.000200270760655107,0.000322126914889069,"PBX1"
"ENSG00000197054",90.8020890415904,0.239596780758131,0.063222637859488,3.78973084436358,0.000150810605137484,0.00024454516857975,"ZNF763"
"ENSG00000181220",2023.77449995478,0.230569310849028,0.0406874444173338,5.66684180220472,1.45453519040921e-08,2.86011660076284e-08,"ZNF746"
"ENSG00000100968",1399.89917995549,0.229203341870676,0.102057552040131,2.24582441268578,0.0247152569627744,0.0339787268517749,"NFATC4"
"ENSG00000165156",3493.23017547997,0.215459376222717,0.0572707669716963,3.76211787645866,0.000168480603476441,0.000272357848178174,"ZHX1"
"ENSG00000188786",1079.24767400626,0.214676253775434,0.0484028714417135,4.43519666046974,9.19882752288654e-06,1.59280037243744e-05,"MTF1"
"ENSG00000143373",2372.3432507371,0.214385372225252,0.0512584140132045,4.18244255801642,2.88393896046072e-05,4.86804249403128e-05,"ZNF687"
"ENSG00000127903",354.376941394375,0.21005757240391,0.0663504303318598,3.16588108552244,0.00154613986697802,0.00234438724486879,"ZNF835"
"ENSG00000173757",4137.48277755373,0.207250625443597,0.0414757792664378,4.9969073302332,5.82570461251731e-07,1.0687000758893e-06,"STAT5B"
"ENSG00000188283",693.089262860586,0.20512591210602,0.0484843683964694,4.23076382946049,2.32899100393185e-05,3.95107080515201e-05,"ZNF383"
"ENSG00000180592",153.046160982109,0.204187420654686,0.0933876839433157,2.18644913368473,0.0287827622722631,0.0392857786413172,"SKIDA1"
"ENSG00000198081",714.540445369974,0.202039955153116,0.0313835065169789,6.43777504734246,1.21237498972642e-10,2.5777807809311e-10,"ZBTB14"
"ENSG00000115966",2956.50271581314,0.200765543300521,0.0313671457974121,6.40050403684113,1.5486485603716e-10,3.27977164410545e-10,"ATF2"
"ENSG00000133794",1900.6088506368,0.188248833915226,0.0731152050427639,2.5746879025385,0.0100330572947361,0.0142743115005007,"BMAL1"
"ENSG00000182158",2668.08502738186,0.179003229629699,0.0677252125834752,2.64308110379228,0.00821553535379313,0.0117709040755821,"CREB3L2"
"ENSG00000172059",402.921511217167,0.172717543774205,0.0778424362076667,2.21880958752926,0.026499681480012,0.0363304597658281,"KLF11"
"ENSG00000168152",353.731091553257,0.15944497489202,0.0648568898809014,2.45841228564635,0.0139552862178562,0.0196126567882111,"THAP9"
"ENSG00000139083",1851.70328269076,0.150728973240404,0.0528846931673472,2.85014366564329,0.00436994855316251,0.00640009340816247,"ETV6"
"ENSG00000106459",1086.31001294802,0.145541703101197,0.034385151126492,4.2326905170722,2.3091215900588e-05,3.91860235283068e-05,"NRF1"
"ENSG00000204859",1094.09351750228,0.139530753616641,0.0465941077557619,2.99460082695512,0.00274804214134918,0.0040892404130933,"ZBTB48"
"ENSG00000197062",1011.38651522356,0.107902164259156,0.0419133504189183,2.57441037713971,0.0100411096891094,0.0142846310990609,"ZSCAN26"
"ENSG00000110925",2409.7831254877,-0.0853600598661531,0.0357996659816928,-2.38438146070425,0.0171078586124305,0.0238656563273883,"CSRNP2"
"ENSG00000164011",653.731677732958,-0.117166852870813,0.0428205290509041,-2.7362308562682,0.00621474099575792,0.00899167570991315,"ZNF691"
"ENSG00000160199",1105.00422442102,-0.126207656379264,0.0316847433851462,-3.98323113572793,6.79845765093068e-05,0.000112456352593763,"PKNOX1"
"ENSG00000102974",2771.79954708468,-0.127305811410997,0.035880822779769,-3.54801817651676,0.000388141434604158,0.000612912636642408,"CTCF"
"ENSG00000181135",423.983758339323,-0.139020464294647,0.0461803572469691,-3.01038087581644,0.00260920274574696,0.00389008673112226,"ZNF707"
"ENSG00000197063",1723.89832716812,-0.162682916543965,0.0517901812508938,-3.14119226105541,0.00168261535164781,0.00254448901148331,"MAFG"
"ENSG00000109787",2978.40481932443,-0.163738724503883,0.0510586974501619,-3.20687233871775,0.00134186529364612,0.00204253110307261,"KLF3"
"ENSG00000177606",13726.8510419119,-0.164931898254663,0.0756716355899965,-2.17957358749711,0.0292890844233719,0.039953475608198,"JUN"
"ENSG00000120798",892.446501945217,-0.169659951310577,0.048760726183699,-3.47943856847841,0.000502465553608629,0.000787782089574241,"NR2C1"
"ENSG00000140044",1030.22958124859,-0.17215838852571,0.0669321957779749,-2.57213119224099,0.0101074582291047,0.0143744442144566,"JDP2"
"ENSG00000198546",187.525805660952,-0.181534431359263,0.0603407389836154,-3.00848869962556,0.00262550565947077,0.00391276141432257,"ZNF511"
"ENSG00000115415",9934.99685256609,-0.182366143792349,0.0861749607850918,-2.11623123620729,0.0343251458095861,0.0464897694533167,"STAT1"
"ENSG00000112242",1272.63636671457,-0.186984164459315,0.0682413005197296,-2.74004397681803,0.00614309641599812,0.0088918560256826,"E2F3"
"ENSG00000100219",3846.11468840043,-0.19449716693076,0.0683411350621982,-2.84597507421768,0.00442756604383727,0.0064814694359727,"XBP1"
"ENSG00000107175",3180.11654883121,-0.200563109483685,0.0627293325989629,-3.19727791089238,0.0013873119549808,0.00210910426580799,"CREB3"
"ENSG00000118707",1061.64926040047,-0.204662010314767,0.0776728866204024,-2.63492216164151,0.00841565795460839,0.0120486199011656,"TGIF2"
"ENSG00000171163",1224.24031556423,-0.207289169814593,0.0802031034747696,-2.5845529765541,0.00975053239396343,0.0138889345979825,"ZNF692"
"ENSG00000169016",1013.00938626068,-0.207809009746752,0.0356705981208594,-5.82577867190934,5.68469139428757e-09,1.13693827885751e-08,"E2F6"
"ENSG00000111269",3004.14280617883,-0.207920344077335,0.0646390696769852,-3.21663577641751,0.00129703144412349,0.0019769519288996,"CREBL2"
"ENSG00000121864",1996.07173028026,-0.217828070636223,0.0526551269744989,-4.13688244910544,3.52056347665078e-05,5.91510248438971e-05,"ZNF639"
"ENSG00000143842",2424.39871320498,-0.218752698638742,0.101091200658928,-2.16391433886311,0.0304709242590829,0.0414822842275212,"SOX13"
"ENSG00000154727",1464.1363680684,-0.224672074048014,0.0413649928803741,-5.43145443534238,5.58965891000067e-08,1.07215423066653e-07,"GABPA"
"ENSG00000170122",23.6901884224325,-0.250898804905285,0.110671536510329,-2.26705811463879,0.0233866758308143,0.0322215621534601,"FOXD4"
"ENSG00000006468",9270.39134123355,-0.252873144287441,0.0943024578647665,-2.68151170195448,0.00732903510911785,0.0105407451743652,"ETV1"
"ENSG00000136997",1846.51328199467,-0.253009202512634,0.090813413081378,-2.78603340550489,0.00533573726924058,0.00776430985670545,"MYC"
"ENSG00000124444",735.241814637757,-0.254966324370627,0.0459685506589634,-5.5465382465982,2.91380912688866e-08,5.66044546023205e-08,"ZNF576"
"ENSG00000177426",2244.5292726714,-0.258064223655348,0.0591701181660114,-4.36139442769586,1.29236150765741e-05,2.2222601744637e-05,"TGIF1"
"ENSG00000136826",367.699375807846,-0.260161525588532,0.0898983547911056,-2.89395202162556,0.00380426286123755,0.00559805296037135,"KLF4"
"ENSG00000153879",2632.13499390297,-0.261509967828538,0.0500831543375809,-5.22151552328063,1.7746475004964e-07,3.33198361834433e-07,"CEBPG"
"ENSG00000129535",130.206369308215,-0.263841025725596,0.0574453642096588,-4.59290369824539,4.37120810246138e-06,7.69480685858651e-06,"NRL"
"ENSG00000102034",593.408264179659,-0.264264200541737,0.0951374059357779,-2.77771080620095,0.00547433168430411,0.00795540969344478,"ELF4"
"ENSG00000103343",491.76808889207,-0.271600619807377,0.0327220593659766,-8.30023003044175,1.03910005121753e-16,2.66528417728365e-16,"ZNF174"
"ENSG00000171223",5096.64100607356,-0.274354296272137,0.106190083861781,-2.58361502594953,0.00977708588106422,0.0139237997967393,"JUNB"
"ENSG00000213999",7.41543723556484,-0.274895847695211,0.121450006579631,-2.2634486027382,0.0236080495554906,0.0325123669241028,"MEF2B"
"ENSG00000168214",4306.75494770036,-0.275170770587518,0.0595603353240854,-4.62003393853027,3.83677278424456e-06,6.77135477164109e-06,"RBPJ"
"ENSG00000099326",1174.88314420025,-0.277267481360402,0.0741190555540888,-3.74083937372981,0.000183406711768183,0.000295817988722063,"MZF1"
"ENSG00000101190",833.352965289817,-0.278572661148667,0.0595963847560125,-4.67432147586037,2.9492705161628e-06,5.2377872471482e-06,"TCFL5"
"ENSG00000126456",1827.98640037007,-0.294610494076497,0.0521765901273606,-5.64641141472386,1.63831521074254e-08,3.21536146124728e-08,"IRF3"
"ENSG00000229809",705.815431138933,-0.299454053892216,0.0501413621586924,-5.97219622682914,2.34080735377751e-09,4.74872765006819e-09,"ZNF688"
"ENSG00000166823",218.516615176389,-0.304903325103478,0.0884108566730337,-3.44870909045808,0.000563273185552677,0.000880441641183582,"MESP1"
"ENSG00000159216",1895.79898856876,-0.309457785172328,0.106153161656293,-2.91520083192909,0.00355459721149638,0.00524231492400794,"RUNX1"
"ENSG00000152977",2592.19073161802,-0.312700687611585,0.110221367902263,-2.83702419560667,0.00455361610641263,0.00666072070939359,"ZIC1"
"ENSG00000025434",973.713579263875,-0.314570205100325,0.0654281082603852,-4.80787559757077,1.52542637296167e-06,2.74527609178667e-06,"NR1H3"
"ENSG00000197905",394.145162130071,-0.318914107372702,0.109667281601776,-2.90801506807422,0.0036373081129665,0.00535987535595915,"TEAD4"
"ENSG00000100811",4228.48792483404,-0.32580784069454,0.0321643096330928,-10.1294834060212,4.08803461051955e-24,1.25147059532309e-23,"YY1"
"ENSG00000005513",8281.48994911072,-0.329541416230126,0.143551664104727,-2.29562936999261,0.0216970819957695,0.0299830283355948,"SOX8"
"ENSG00000186350",3412.29790470354,-0.332373410137444,0.0636179988538335,-5.22451847158999,1.74608897606023e-07,3.28008602647944e-07,"RXRA"
"ENSG00000010030",140.508921024507,-0.337540482353426,0.139545447260459,-2.41885700307666,0.0155693593662413,0.0217953963471664,"ETV7"
"ENSG00000106852",112.850263476252,-0.346636555384852,0.131272270057424,-2.64059237516971,0.00827612274327961,0.0118548611813439,"LHX6"
"ENSG00000170485",741.466629440675,-0.348216057195877,0.104884811612434,-3.31998553310645,0.000900221130150948,0.00138734728160784,"NPAS2"
"ENSG00000111783",3559.66119217396,-0.355081442074571,0.0953752433050801,-3.7229938270119,0.000196874337212977,0.000316911017800078,"RFX4"
"ENSG00000157554",399.794549275886,-0.355580234720133,0.0718688998155762,-4.94762318099473,7.51251623507807e-07,1.37091727315225e-06,"ERG"
"ENSG00000164736",78.2533329572001,-0.358353202413409,0.0854661993163354,-4.19292311206023,2.75382800683361e-05,4.65354331637777e-05,"SOX17"
"ENSG00000143178",130.040142406067,-0.366168700912287,0.0695533185835362,-5.26457555684427,1.40513603422561e-07,2.65157504959737e-07,"TBX19"
"ENSG00000065970",1309.78668362255,-0.370564041998157,0.0420022039044708,-8.82249043028701,1.11941766407304e-18,3.01263721184673e-18,"FOXJ2"
"ENSG00000112658",2102.89764298218,-0.384202156199788,0.0592037239479097,-6.48949306867634,8.61256687366707e-11,1.84071094521721e-10,"SRF"
"ENSG00000131061",243.994130029531,-0.384845750190312,0.0369668042611963,-10.4105766749841,2.21873517504873e-25,6.98805815835126e-25,"ZNF341"
"ENSG00000121068",1418.69710643484,-0.384904512493512,0.0992646162091373,-3.87756007319436,0.000105509280473244,0.000172727084698797,"TBX2"
"ENSG00000172819",571.530292102315,-0.385751752691455,0.0769436131096008,-5.01343434629172,5.34670162744138e-07,9.82542983232342e-07,"RARG"
"ENSG00000007866",669.959186636465,-0.393991029541704,0.107464875616399,-3.66623073150035,0.000246151848486248,0.0003939046497706,"TEAD3"
"ENSG00000134107",3920.37756902267,-0.407674887372384,0.100452030035137,-4.0584036701875,4.94093068194939e-05,8.23191712834472e-05,"BHLHE40"
"ENSG00000144485",5097.67890393757,-0.411845213938175,0.134782570048317,-3.05562665699679,0.00224590721440277,0.00336443838609273,"HES6"
"ENSG00000165030",1614.21596086468,-0.414693603091081,0.0714340128476713,-5.80526819871355,6.42630541530584e-09,1.28229645687903e-08,"NFIL3"
"ENSG00000105516",571.241853167293,-0.416101044233707,0.0736020261270609,-5.65339116501197,1.57312736705978e-08,3.08934543608378e-08,"DBP"
"ENSG00000124766",6882.47943220352,-0.416666961714144,0.130913433111418,-3.18276705309168,0.00145874923752419,0.00221513467172628,"SOX4"
"ENSG00000125878",13.5499517676443,-0.418036761688041,0.156203978394685,-2.67622352506142,0.00744569687187365,0.0107042245698145,"TCF15"
"ENSG00000155090",2080.70456670431,-0.418745891971965,0.0669596733428816,-6.25370272981598,4.0083365115554e-10,8.37031305329242e-10,"KLF10"
"ENSG00000112561",1217.47514431187,-0.419361734992329,0.0466322330728162,-8.99295846153229,2.40663220268537e-19,6.58201353709284e-19,"TFEB"
"ENSG00000108788",1919.66001858176,-0.428431524429876,0.0487785719448734,-8.78319121178994,1.58900706554496e-18,4.26124024767193e-18,"MLX"
"ENSG00000113916",4179.79489395045,-0.428737070231891,0.0789860033719313,-5.42801321663337,5.69848209604262e-08,1.09279315195634e-07,"BCL6"
"ENSG00000101412",1245.84458010515,-0.433100425432354,0.0983647381491599,-4.40300491397235,1.06761746851029e-05,1.84194664348702e-05,"E2F1"
"ENSG00000087903",1223.03385848756,-0.435674213604594,0.0777121732144025,-5.60625440756365,2.06751996791529e-08,4.0405686473972e-08,"RFX2"
"ENSG00000184271",1297.51327716242,-0.437593230324845,0.0498900687057524,-8.77114908190915,1.76852105639878e-18,4.7369585666646e-18,"POU6F1"
"ENSG00000133740",672.551874256346,-0.444807220984128,0.0569035541482858,-7.81686184003549,5.41564877059805e-15,1.32365524135188e-14,"E2F5"
"ENSG00000131408",2910.1408436848,-0.446140946104395,0.047387758582752,-9.4146876629607,4.7449099860868e-21,1.35604253313678e-20,"NR1H2"
"ENSG00000104856",683.852885134063,-0.447357204137069,0.0792699023923853,-5.64346858814906,1.66657944670089e-08,3.26963647832158e-08,"RELB"
"ENSG00000260428",134.156869631857,-0.450338879249736,0.154071680205291,-2.9229179473456,0.00346767884412799,0.00511975905321002,"SCX"
"ENSG00000177374",309.750948636343,-0.455642941538438,0.112030809818522,-4.06712173442763,4.75973817290341e-05,7.93768219786391e-05,"HIC1"
"ENSG00000205927",6013.47001047966,-0.460982333733096,0.143400127254536,-3.21465777303566,0.00130600122549109,0.00198994516272696,"OLIG2"
"ENSG00000153560",2434.47448696384,-0.461729297003654,0.0359086916310644,-12.8584271949417,7.71300964954645e-38,3.06701927301137e-37,"UBP1"
"ENSG00000204231",2671.68695643828,-0.466624118883627,0.0351895721594007,-13.2602953161785,3.93343746763384e-40,1.62393953613327e-39,"RXRB"
"ENSG00000077150",801.857469056887,-0.4690805686154,0.0692987617634471,-6.76896032019472,1.29711107878775e-11,2.85588077174474e-11,"NFKB2"
"ENSG00000165244",527.434231629403,-0.470112196295699,0.0959626058115827,-4.89891028197733,9.63696327908037e-07,1.75037721734633e-06,"ZNF367"
"ENSG00000136535",87.8110318730325,-0.472703384297984,0.177941632442738,-2.6565080796935,0.00789545589352118,0.0113295577866901,"TBR1"
"ENSG00000198911",5496.64667060169,-0.474361618291241,0.0682481700664695,-6.95053974090796,3.63891269395983e-12,8.14903730387648e-12,"SREBF2"
"ENSG00000126351",7945.36331909144,-0.47625218464217,0.078425061693105,-6.07270398467588,1.2577417658764e-09,2.57757525012474e-09,"THRA"
"ENSG00000106511",1535.3962237436,-0.48026291401449,0.190545615387047,-2.52046163874699,0.0117201012512934,0.0165795197159854,"MEOX2"
"ENSG00000120837",1305.22804045078,-0.482785117940894,0.0442961779253008,-10.8990242624328,1.16499858225431e-27,3.8456138577442e-27,"NFYB"
"ENSG00000162772",2039.70003514234,-0.483901053293233,0.111505295399527,-4.33971365718012,1.42668495476259e-05,2.44703616449429e-05,"ATF3"
"ENSG00000123685",433.972075620951,-0.486428684254641,0.116305796345255,-4.18232538308473,2.88542613637965e-05,4.87039954047478e-05,"BATF3"
"ENSG00000196456",491.167116215126,-0.488916928860206,0.0675272804833103,-7.24028756024084,4.4773439999174e-13,1.03378478665276e-12,"ZNF775"
"ENSG00000070444",790.56808826125,-0.489696341974466,0.0506797224321952,-9.66256953418864,4.34818343483505e-22,1.27145605901179e-21,"MNT"
"ENSG00000126778",391.076297800735,-0.496245716941157,0.158441875525808,-3.13203637166189,0.00173598367822584,0.00262186721665816,"SIX1"
"ENSG00000126767",1931.66962921126,-0.496480825954431,0.0469736520423013,-10.5693469502293,4.13362984803656e-26,1.32123422687481e-25,"ELK1"
"ENSG00000116044",5202.55185777053,-0.502539571077027,0.0412299614849754,-12.1886985332295,3.5707842832223e-34,1.333301616864e-33,"NFE2L2"
"ENSG00000170260",856.372270834167,-0.512469351577593,0.0400918907703157,-12.7823692455291,2.05706267081101e-37,8.11537324650812e-37,"ZNF212"
"ENSG00000160113",756.00175098387,-0.512918968756486,0.0549270059185521,-9.33819275561937,9.799239632575e-21,2.78007097833128e-20,"NR2F6"
"ENSG00000184481",695.858274138332,-0.519362089708445,0.0678185725446068,-7.65811001649793,1.88689219648696e-14,4.54470882281218e-14,"FOXO4"
"ENSG00000168310",1584.79829544628,-0.52254629523183,0.0471898479737566,-11.073277784714,1.69100074585984e-28,5.6790941767969e-28,"IRF2"
"ENSG00000170608",17.4304720435312,-0.522871536079592,0.220330237739531,-2.37312654606091,0.0176382197148153,0.0245735583599866,"FOXA3"
"ENSG00000134323",437.199574431723,-0.523508023861115,0.143688588381141,-3.64335142935976,0.000269111012895632,0.000429709132919835,"MYCN"
"ENSG00000198914",4408.43317221091,-0.527119358776505,0.0814903000827841,-6.46849205661308,9.89857199613067e-11,2.11093443515098e-10,"POU3F3"
"ENSG00000143032",4.1811328762832,-0.527337928786629,0.180205458279684,-2.92631496193742,0.00343003483432346,0.0050654355499781,"BARHL2"
"ENSG00000126705",2666.19089907003,-0.530989105390058,0.0698151783293267,-7.60563989230704,2.83497660045166e-14,6.78981579836671e-14,"AHDC1"
"ENSG00000129654",1777.78861996093,-0.550765653234893,0.165389701447034,-3.33010851592399,0.000868121440238736,0.00133926322630629,"FOXJ1"
"ENSG00000198176",3481.71858742111,-0.552687695530643,0.061136424301598,-9.04023586338852,1.56334127753039e-19,4.29462436381196e-19,"TFDP1"
"ENSG00000184486",3137.41758710963,-0.554905572298643,0.0905337038771989,-6.12927063109364,8.8282846936503e-10,1.82064913776768e-09,"POU3F2"
"ENSG00000164683",5414.91406642491,-0.55706089611436,0.0744734726507024,-7.47999087845819,7.43277700775648e-14,1.75841190081607e-13,"HEY1"
"ENSG00000095794",1382.0197406915,-0.559856936833202,0.073419922865609,-7.62540894871258,2.43261962554483e-14,5.83737286906499e-14,"CREM"
"ENSG00000128272",10642.9948058254,-0.570504396650971,0.0580214857468055,-9.83264025917126,8.14547440467656e-23,2.41941836529004e-22,"ATF4"
"ENSG00000197587",48.0764377615117,-0.570637135179052,0.195929282126787,-2.91246478823819,0.00358588626814816,0.0052862795917173,"DMBX1"
"ENSG00000141510",3422.49859004414,-0.582828097887554,0.0659093704119396,-8.84287157114117,9.32894374724342e-19,2.51583150110445e-18,"TP53"
"ENSG00000204304",1651.27778296171,-0.583734228602733,0.0478648214221825,-12.1954749074277,3.28582760351919e-34,1.22758482646383e-33,"PBX2"
"ENSG00000124440",908.981857152543,-0.583756328852838,0.157410709941962,-3.70849181144074,0.000208497401696409,0.000335027552357397,"HIF3A"
"ENSG00000187140",66.8531466266022,-0.58887504171023,0.181576128756884,-3.24313028227784,0.00118224137562466,0.00180691707341426,"FOXD3"
"ENSG00000181449",12868.5884305822,-0.590815080752174,0.075781654883267,-7.79628106119162,6.37582935058924e-15,1.55486396303143e-14,"SOX2"
"ENSG00000179772",147.88353415298,-0.60863384864674,0.103402445282625,-5.88606823545797,3.95491082566332e-09,7.95908923581204e-09,"FOXS1"
"ENSG00000171425",722.022398699679,-0.61154864571493,0.0617254724625613,-9.90755714483767,3.85967697114897e-23,1.15622159668568e-22,"ZNF581"
"ENSG00000122691",307.400653702598,-0.611960788798174,0.151117007774158,-4.04958249115639,5.13090896080191e-05,8.54020951505601e-05,"TWIST1"
"ENSG00000105672",53.4760627568938,-0.612397037393045,0.0929820058359816,-6.58618871347324,4.51260199292930e-11,9.73841770767192e-11,"ETV2"
"ENSG00000178860",109.998918071966,-0.616233822851236,0.162713056874398,-3.7872426140142,0.000152328346489395,0.00024693905200581,"MSC"
"ENSG00000122859",4.3458098764862,-0.617367043152825,0.175743704969739,-3.51288282706415,0.000443272913444177,0.000697322093027072,"NEUROG3"
"ENSG00000116604",2178.38740475322,-0.617459876102806,0.050828003041559,-12.1480254811102,5.8767771823317e-34,2.18703210794601e-33,"MEF2D"
"ENSG00000178573",2253.63098665219,-0.620821444092925,0.0688825477227314,-9.01275380509848,2.00946016545053e-19,5.50492320532097e-19,"MAF"
"ENSG00000138795",904.492333530079,-0.624992324174305,0.0834702856766968,-7.48760255350115,7.01430527150997e-14,1.66095032641133e-13,"LEF1"
"ENSG00000066136",1841.43802726837,-0.626993067853815,0.0328396357458007,-19.0925707187233,2.91086078853596e-81,2.13367647304001e-80,"NFYC"
"ENSG00000135457",1867.95310376973,-0.630626644394455,0.0489997302854964,-12.8700023596072,6.64001237878313e-38,2.64250518604774e-37,"TFCP2"
"ENSG00000089225",168.499217282158,-0.63449002813115,0.303106471994306,-2.09329092828829,0.0363231919696911,0.0490769366712619,"TBX5"
"ENSG00000135374",16.1760951922863,-0.636545677355342,0.213791485342237,-2.97741360623582,0.00290691558545388,0.00431714876530523,"ELF5"
"ENSG00000171443",461.098609604037,-0.641944623868227,0.0610534523161079,-10.5144688713837,7.40971191316417e-26,2.35811124874294e-25,"ZNF524"
"ENSG00000136327",4.38474332946482,-0.645707787259102,0.28446298134263,-2.26991851175658,0.0232125277121528,0.0319923091690505,"NKX2-8"
"ENSG00000116035",214.34121015552,-0.659980918806114,0.115334311370464,-5.72232938285121,1.05073344597539e-08,2.07875461606211e-08,"VAX2"
"ENSG00000204103",3086.23265956654,-0.667507992693329,0.113642005769294,-5.87377869806738,4.25971942823155e-09,8.56286465326528e-09,"MAFB"
"ENSG00000125952",2004.21921491431,-0.668724286114748,0.0367415019489383,-18.2007879548341,5.0870765030616e-74,3.41519916341477e-73,"MAX"
"ENSG00000130751",126.160997596112,-0.669647681240498,0.107828718225412,-6.21029065596998,5.28866885527834e-10,1.10002507323353e-09,"NPAS1"
"ENSG00000183734",40.3387340477658,-0.66988476159399,0.100589342623682,-6.65959975601108,2.74574287614378e-11,5.97158158302971e-11,"ASCL2"
"ENSG00000185122",2604.00612760529,-0.67999234084385,0.0449986079338712,-15.1114083760802,1.36197334971506e-51,6.7350247684508e-51,"HSF1"
"ENSG00000105722",3589.04923628484,-0.684785682963798,0.0667571001715579,-10.2578704168392,1.09085872198233e-24,3.38347887432339e-24,"ERF"
"ENSG00000139352",1840.01239592422,-0.68556379888507,0.145014731262057,-4.72754590460318,2.272496985866e-06,4.05763044609951e-06,"ASCL1"
"ENSG00000167034",81.6911138306516,-0.693591599215321,0.109412898087539,-6.33921239030149,2.30942692900692e-10,4.86274355803852e-10,"NKX3-1"
"ENSG00000175879",189.575529495371,-0.695133626594628,0.191270643852208,-3.63429333741223,0.000278743583251209,0.000444666528184627,"HOXD8"
"ENSG00000243943",1378.19631950967,-0.699785719131874,0.0433457232092712,-16.1442852332476,1.24583308001193e-58,6.81201054270157e-58,"ZNF512"
"ENSG00000196453",1058.28659851442,-0.700182025813065,0.0478428517742285,-14.6350395063664,1.67878148128081e-48,7.93721491246608e-48,"ZNF777"
"ENSG00000103241",216.164087757148,-0.703072928562605,0.135176384488768,-5.20115204457938,1.98056988796824e-07,3.71185566326397e-07,"FOXF1"
"ENSG00000180806",90.4969855795044,-0.704296598282225,0.20658553075493,-3.40922520424591,0.00065147674927244,0.00101390818787296,"HOXC9"
"ENSG00000139445",47.6214542935966,-0.709501965643274,0.174865344473267,-4.05741896875249,4.96180241595008e-05,8.26617726213165e-05,"FOXN4"
"ENSG00000170365",2353.27783296071,-0.713391539633235,0.0527509701844982,-13.5237614993265,1.13234619617342e-41,4.79074354228644e-41,"SMAD1"
